# Program:featureCounts v1.4.6; Command:"featureCounts" "-a" "Probes.FC.annotation.HG19.txt" "-o" "RNA-seq_pluri.txt" "-F" "SAF" "-O" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam
ILMN_1717982	chr2	201688282	201688332	-	51	519	108	247	219	240	105	180	204	128	188	101	157	237	322
ILMN_1669888	chr3	122060732	122060782	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1872781	chr3	52091981	52092031	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1652206	chr8	145166948	145166998	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1813823	chr1	31973585	31973635	-	51	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1746359	chr12	15261129	15261179	+	51	0	2	1	0	0	0	1	1	0	0	0	3	4	0
ILMN_2401761	chr4	88363022	88363072	-	51	104	3	55	64	39	32	39	68	45	37	9	23	50	81
ILMN_1680239	chr4	88379159	88379209	-	51	103	21	55	69	120	67	87	94	66	56	23	54	106	109
ILMN_3289128	chr14	61439132	61439182	+	51	10	1	6	5	3	3	4	6	5	5	1	7	7	10
ILMN_2279339	chr6	160177002	160177052	-	51	186	23	37	78	122	56	75	91	99	63	35	54	88	89
ILMN_1734544	chr6	160176565	160176615	-	51	181	6	35	72	88	84	114	136	89	52	56	49	107	121
ILMN_3257566	chr1	205112026	205112076	+	51	4	3	31	5	15	4	9	12	12	11	8	12	9	12
ILMN_2380660	chrX	50085202	50085252	-	51	5	0	0	0	0	1	0	0	0	0	0	0	1	0
ILMN_1753608	chr2	98373254	98373304	+	51	128	14	75	31	37	21	30	23	19	28	21	26	28	26
ILMN_3291511	chr18	57428811	57428861	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1667561	chr7	112115945	112115995	-	51	94	16	43	25	42	30	39	41	48	60	23	28	87	97
ILMN_3309349	chr4	119200266	119200316	-	51	930	55	186	122	141	191	210	402	172	115	168	88	246	290
ILMN_2115336	chr12	6954866	6954916	-	51	27	4	8	15	17	10	21	23	16	10	10	9	20	24
ILMN_1814799	chr1	153599617	153599667	+	51	4	2	64	1	4	5	6	4	6	0	2	1	11	5
ILMN_2096083	chr12	19529141	19529191	-	51	0	53	21	55	50	22	31	37	37	25	25	38	45	36
ILMN_3282263	chr21	18889764	18889814	+	51	1	0	1	17	14	13	15	18	26	6	7	9	16	20
ILMN_1820505	chr17	19374163	19374213	-	51	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ILMN_1897682	chr6	3987464	3987514	+	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_3309919	chr9	116971758	116971808	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1750250	chr2	215919296	215919346	+	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1658243	chr8	18666316	18666366	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1777339	chr16	52872020	52872070	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2041483	chr5	140574822	140574872	-	51	0	0	2	4	5	0	2	6	1	2	4	7	2	2
ILMN_1723685	chr5	140574452	140574502	-	51	0	1	0	0	2	0	1	5	0	0	3	1	1	1
ILMN_1704785	chr10	135168985	135169035	+	51	12	2	6	2	6	4	6	4	2	1	0	5	6	11
ILMN_1742917	chr19	17566256	17566306	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1771732	chr10	104661396	104661446	-	51	9	23	11	48	60	28	30	34	33	28	15	30	21	43
ILMN_1670641	chr2	74645467	74645517	+	51	1	0	0	38	28	61	72	81	89	53	37	32	65	105
ILMN_1770228	chr17	39534092	39534142	+	51	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ILMN_1656225	chr10	76803575	76803625	+	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2310019	chr19	36673702	36673752	+	51	6	1	5	4	4	1	5	3	2	2	3	0	3	7
ILMN_1670881	chr16	75507181	75507231	+	51	6	3	1	26	33	24	28	26	17	8	18	8	26	34
ILMN_2374449	chr4	88902805	88902855	-	51	0	3	4	45	24	171	247	71	49	118	2	50	201	267
ILMN_1798952	chr22	38877472	38877522	-	51	1	1	12	3	7	1	0	5	1	2	2	1	1	3
ILMN_1713901	chr22	38877324	38877374	-	51	15	2	239	18	17	25	24	39	14	12	11	10	39	12
ILMN_1814353	chr17	30478048	30478098	+	51	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_2095571	chr17	30477751	30477801	+	51	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1709650	chr7	55759077	55759127	+	51	1	1	267	2	1	5	5	11	4	3	0	2	10	4
ILMN_1916292	chr3	129533020	129533070	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1857651	chr3	197184498	197184548	+	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_1764749	chr2	165365183	165365233	+	51	0	0	0	2	3	1	3	3	5	3	1	2	5	1
ILMN_2061768	chr17	8027357	8027407	+	51	18	0	0	0	0	0	0	5	1	1	0	0	0	1
ILMN_1750052	chr4	2939868	2939918	+	51	114	12	25	15	39	13	37	14	14	10	9	19	22	52
ILMN_3236358	chr4	2940566	2940616	+	51	228	6	65	59	49	38	62	60	44	36	37	47	72	97
ILMN_1813256	chr2	46851724	46851774	-	51	57	8	27	22	15	14	20	33	24	17	9	19	25	28
ILMN_2187058	chr2	231268198	231268248	-	51	86	0	16	3	2	4	3	5	1	0	1	0	0	4
ILMN_2228155	chr1	248651893	248651943	-	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3309774	chr17	7126647	7126697	+	51	45	1	5	1	7	3	9	12	7	4	3	1	1	12
ILMN_1757845	chr18	12446588	12446638	+	51	1	43	11	5	5	6	11	6	4	3	4	5	2	9
ILMN_1738819	chr17	42928483	42928533	+	51	240	69	58	189	253	151	179	166	146	148	68	128	194	195
ILMN_1812896	chr7	138470940	138470990	+	51	0	0	0	0	0	1	0	1	0	0	1	0	0	0
ILMN_1678186	chr7	138391181	138391231	+	51	0	0	0	0	1	1	0	2	1	0	1	0	1	3
ILMN_2226324	chr6	166778497	166778547	+	51	157	54	29	6	12	6	14	19	11	6	2	5	5	15
ILMN_1666967	chr6	166779468	166779518	+	51	411	16	103	19	20	11	33	37	20	28	3	10	18	49
ILMN_3299356	chr17	15347024	15347074	-	51	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ILMN_1778237	chr2	216284082	216284132	+	51	6	1	10881	16	5	27	47	68	43	17	12	5	113	24
ILMN_1800142	chr1	209824435	209824485	+	51	4	0	9	0	0	0	0	0	0	0	0	0	0	0
ILMN_1673190	chr9	6330002	6330052	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3208014	chr1	198918864	198918914	-	51	0	0	0	2	3	3	1	4	7	1	1	0	3	1
ILMN_3192645	chr5	108924861	108924911	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3269112	chr5	108924982	108925032	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1675106	chr19	11033465	11033515	+	51	425	52	153	218	323	213	203	276	273	144	70	130	192	268
ILMN_1682935	chr1	219347289	219347339	-	51	173	2	26	28	13	17	23	70	28	13	13	11	30	69
ILMN_1725971	chr1	205052515	205052565	+	51	8	1	3	6	7	9	8	5	4	8	4	4	7	8
ILMN_1813701	chr1	178443251	178443301	-	51	0	4	15	10	6	16	11	8	11	8	6	5	11	26
ILMN_1652952	chr1	178310686	178310736	-	51	0	0	0	2	0	0	0	0	0	0	1	0	0	0
ILMN_2258749	chr17	79083924	79083974	-	51	0	2	3	4	10	8	7	3	6	2	3	4	3	5
ILMN_2293374	chr8	144403374	144403424	+	51	145	4	36	63	80	65	88	111	58	65	27	51	84	72
ILMN_2405628	chr8	144391681	144391731	+	51	73	9	26	46	67	25	41	48	37	36	14	17	35	37
ILMN_1786483	chr20	34110353	34110403	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3181910	chr5	170014306	170014356	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1726273	chr1	198509697	198509747	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2371001	chr1	198492526	198492576	+	51	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ILMN_1671091	chr15	78027332	78027382	+	51	0	0	0	1	1	9	0	6	2	4	1	1	3	8
ILMN_2364305	chr18	55216059	55216109	+	51	11	0	12	13	5	4	20	9	6	9	4	7	6	19
ILMN_1725260	chr5	137621292	137621342	+	51	45	6	3	32	71	34	49	46	47	31	21	36	35	50
ILMN_1683129	chr3	156866172	156866222	+	51	490	14	100	81	123	76	116	139	76	107	53	59	110	151
ILMN_2094776	chr3	156866008	156866058	+	51	479	26	107	55	111	51	98	94	61	88	35	52	74	139
ILMN_1699859	chr1	231411187	231411237	-	51	222	39	64	56	84	32	46	74	34	51	61	38	64	47
ILMN_1686414	chr14	89069223	89069273	-	51	87	3	51	59	64	53	87	101	66	43	49	47	118	56
ILMN_1714805	chr14	89079379	89079429	-	51	31	4	33	34	35	22	45	55	55	18	25	16	60	87
ILMN_1782069	chr3	42253900	42253950	-	51	17	2	22	3	6	5	3	6	0	2	3	2	0	7
ILMN_3305074	chr6	141809012	141809062	-	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ILMN_1763374	chr11	128805812	128805862	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1708833	chr1	159558361	159558411	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1681203	chr12	44189478	44189528	+	51	54	0	215	25	18	19	25	54	31	18	15	19	46	28
ILMN_1754947	chr4	38140471	38140521	-	51	6	1	4	10	26	6	13	12	16	1	8	7	13	3
ILMN_1661269	chr3	183622054	183622104	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3297789	chr21	29912483	29912533	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1714473	chr1	23686904	23686954	+	51	19	8	27	2	2	1	0	0	2	1	0	2	1	1
ILMN_1679391	chr9	72841565	72841615	-	51	0	1	1	19	24	5	21	25	10	9	6	17	32	10
ILMN_1691911	chr11	125831560	125831610	+	51	0	0	1	1	0	1	1	3	4	0	1	1	3	1
ILMN_1702517	chr11	125831708	125831758	+	51	0	0	28	16	9	11	19	20	10	11	5	12	22	18
ILMN_1654365	chr1	244231014	244231064	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1863979	chr7	100144033	100144083	-	51	5	0	0	0	1	0	1	0	0	0	0	0	0	1
ILMN_1665806	chr9	107367173	107367223	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1687112	chr17	35882191	35882241	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_2367681	chr8	101254068	101254118	-	51	28	0	3	1	1	1	4	1	0	1	0	0	1	2
ILMN_1719688	chrY	23630467	23630517	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3242312	chrX	3747329	3747379	+	51	64	2	4	5	1	26	5	16	7	9	9	5	13	27
ILMN_1746837	chr7	48128794	48128844	-	51	12	2	21	7	3	24	13	8	12	9	2	3	15	35
ILMN_1798256	chr7	48147927	48147977	-	51	35	11	9	17	23	51	22	16	16	13	12	12	16	64
ILMN_1762181	chr4	3013686	3013736	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1688843	chr4	3037213	3037263	-	51	1	0	0	0	0	0	0	0	1	0	0	0	0	1
ILMN_2336609	chr11	85405817	85405867	+	51	13	1	56	6	1	5	13	11	2	11	1	4	10	13
ILMN_1677136	chr4	188647858	188647908	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1745471	chr14	24635516	24635566	-	51	710	14	140	6	15	18	16	19	20	14	13	9	18	30
ILMN_1890924	chr9	75123341	75123391	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1718699	chr5	75466526	75466576	+	51	0	0	0	23	16	22	33	23	19	17	3	3	11	24
ILMN_1806647	chr7	769378	769428	-	51	27	0	6	27	10	46	52	40	36	24	24	15	55	54
ILMN_1732537	chr7	825595	825645	-	51	39	7	30	61	102	36	83	81	55	52	30	78	96	67
ILMN_2055930	chr2	223436355	223436405	+	51	0	0	0	2	1	0	2	0	0	1	0	1	1	3
ILMN_1726640	chr7	108524501	108524551	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2049063	chr13	41702089	41702139	+	51	32	6	10	16	20	14	15	16	25	19	15	7	20	25
ILMN_3309369	chrX	109298559	109298609	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2402556	chr8	124265933	124265983	+	51	58	0	36	2	2	3	5	2	1	2	1	3	5	6
ILMN_2402558	chr8	124265710	124265760	+	51	107	2	45	10	1	1	6	2	1	3	1	7	3	17
ILMN_1659856	chr1	32714288	32714338	-	51	7	4	5	6	5	4	5	8	3	3	2	2	1	1
ILMN_2300695	chr17	37921729	37921779	+	51	202	0	0	0	0	0	1	0	0	0	0	0	1	0
ILMN_1770831	chr7	45808788	45808838	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	3
ILMN_2043173	chr1	36553330	36553380	-	51	0	0	1	2	1	0	2	3	1	0	1	0	2	1
ILMN_1743104	chr11	66432705	66432755	+	51	87	13	33	13	36	7	27	24	20	11	8	9	37	52
ILMN_1804642	chr12	54575334	54575384	+	51	84	18	31	26	48	29	25	38	36	14	15	15	42	36
ILMN_2338809	chr7	150648648	150648698	+	51	0	1	0	4	5	35	8	12	19	10	12	5	20	9
ILMN_1662970	chr7	76069626	76069676	-	51	7	11	7	2	13	9	6	17	13	11	0	3	10	9
ILMN_1672378	chr7	76062785	76062835	-	51	7	0	5	4	6	16	7	17	2	2	3	4	2	7
ILMN_1761536	chr7	48074120	48074170	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1847825	chr6	87728903	87728953	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1706434	chr16	31579836	31579886	+	51	33	0	19	0	1	0	0	0	0	0	0	0	0	1
ILMN_3309259	chr6	135560316	135560366	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3274528	chr2	204193179	204193229	+	51	56	0	19	32	17	60	64	94	51	35	39	14	94	47
ILMN_1774153	chr17	74381178	74381228	-	51	0	0	27	1	0	3	1	1	0	0	0	1	0	5
ILMN_1753008	chr19	1815259	1815309	+	51	28	14	6	18	37	24	22	22	12	15	5	16	25	25
ILMN_3310494	chr16	56892444	56892494	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2344047	chr7	148879655	148879705	-	51	23	9	5	35	117	39	47	31	40	41	8	22	31	52
ILMN_1774350	chr5	150058727	150058777	-	51	0	3	1	8	18	5	7	10	7	9	3	3	11	28
ILMN_1797031	chr3	122458892	122458942	+	51	9	4	3	2	4	5	2	6	8	0	2	2	2	9
ILMN_1677979	chr12	133307547	133307597	+	51	16	0	2	0	1	1	3	2	1	1	1	0	1	8
ILMN_2205767	chr5	126993883	126993933	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1659214	chr5	126993962	126994012	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1677617	chr4	141483478	141483528	+	51	0	0	0	0	0	1	1	0	1	4	0	1	0	0
ILMN_1721218	chr17	39657529	39657579	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1676055	chr16	89112811	89112861	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1737599	chr11	5687284	5687334	+	51	80	0	27	3	7	15	17	39	26	6	6	4	9	12
ILMN_3241679	chr3	120401027	120401077	+	51	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ILMN_1842568	chr10	1468106	1468156	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1729157	chr12	133291477	133291527	-	51	106	0	15	55	26	96	86	105	67	41	33	30	69	163
ILMN_1758661	chr5	96294420	96294470	-	51	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1814737	chr5	96364592	96364642	-	51	97	0	13	1	1	0	2	0	3	0	1	0	3	1
ILMN_3210411	chr4	132778605	132778655	+	51	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ILMN_1740857	chr5	140627446	140627496	-	51	0	1	0	12	8	10	9	21	13	2	6	4	6	7
ILMN_1684258	chr11	82400811	82400861	-	51	213	29	39	813	1090	1391	971	1479	806	550	394	553	845	1258
ILMN_1795077	chr22	46535890	46535940	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1823750	chr10	133931041	133931091	-	51	0	0	0	0	2	0	0	0	1	0	0	0	0	1
ILMN_1653807	chr17	1953914	1953964	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3181457	chr8	74274848	74274898	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2383807	chr16	71423907	71423957	-	51	0	4	0	2	3	1	2	3	3	7	0	1	2	7
ILMN_3251467	chr3	120044117	120044167	+	51	121	1	38	42	55	20	36	30	19	38	12	18	27	81
ILMN_1653856	chr11	122685036	122685086	-	51	0	1	6	1	2	1	2	4	2	1	0	1	0	1
ILMN_1756615	chr7	98648563	98648613	+	51	0	1	0	1	0	1	0	2	0	0	0	0	1	1
ILMN_1901427	chr12	12876893	12876943	+	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_1811758	chr17	40129486	40129536	-	51	7	3	3	0	3	1	2	1	2	1	4	1	4	0
ILMN_2331266	chr14	73742061	73742111	+	51	167	32	33	18	47	26	27	35	26	22	12	17	22	24
ILMN_1672389	chr1	75171372	75171422	+	51	734	17	71	127	124	57	76	63	97	48	54	95	96	44
ILMN_2387636	chr20	33866972	33867022	+	51	368	90	195	93	113	152	144	156	91	71	39	65	125	213
ILMN_3239103	chr8	12623809	12623859	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1761793	chr22	36662090	36662140	-	51	271	0	17	0	0	0	0	0	0	0	0	0	0	1
ILMN_3251516	chr16	84510278	84510328	+	51	4	1	5	3	7	1	2	3	2	3	0	0	6	3
ILMN_1717799	chr2	46414355	46414405	-	51	24	0	16	2	1	1	0	3	3	1	2	1	2	1
ILMN_3234896	chr3	33138890	33138940	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2207363	chr19	42461027	42461077	+	51	152	92	336	87	166	167	123	249	147	52	58	85	156	179
ILMN_2091221	chr19	49385354	49385404	+	51	4	0	0	5	2	3	5	6	0	2	1	0	4	1
ILMN_3283090	chr1	226680188	226680238	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3274596	chrX	52861197	52861247	+	51	0	0	0	3	8	2	6	8	5	5	1	4	10	6
ILMN_1686862	chr1	221057748	221057798	-	51	0	0	18	0	0	1	0	0	0	0	0	0	0	0
ILMN_2087646	chr1	221058094	221058144	-	51	0	0	19	0	0	0	0	0	0	0	0	1	0	0
ILMN_1781256	chr1	226124426	226124476	+	51	0	3	0	12	2	22	8	1	1	7	1	16	15	150
ILMN_1674881	chr15	102312462	102312512	+	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1756285	chr19	35843228	35843278	-	51	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1699867	chr11	2154262	2154312	+	51	0	0	3	0	2	1	2	1	1	0	1	1	11	1
ILMN_1691194	chr1	151683192	151683242	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_2299737	chr2	170359603	170359653	-	51	10	0	20	0	0	5	1	0	0	2	1	0	3	6
ILMN_1722820	chr22	38879048	38879098	-	51	9	4	192	11	36	12	15	26	17	9	10	9	24	14
ILMN_1718354	chr1	212115139	212115189	+	51	107	2	14	17	32	15	25	12	11	11	23	11	18	47
ILMN_3221888	chrX	72346444	72346494	+	51	0	0	0	4	5	25	13	2	19	6	1	2	3	1
ILMN_3298418	chrX	72346232	72346282	+	51	0	0	0	5	2	28	11	0	21	3	0	2	2	0
ILMN_1807277	chr19	18288527	18288577	-	51	3921	1	44	20	22	47	28	19	14	17	6	12	13	43
ILMN_1673744	chrX	47781258	47781308	-	51	14	0	1	0	3	8	5	5	1	7	3	5	2	1
ILMN_3236437	chr4	80784146	80784196	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1664318	chr2	62042102	62042152	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1817234	chr1	8920786	8920836	-	51	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ILMN_1750205	chr14	23997440	23997490	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_1722789	chr19	362228	362278	+	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1832209	chr7	151158620	151158670	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2388425	chr1	101339846	101339896	+	51	52	0	38	50	21	45	78	67	71	40	36	32	90	55
ILMN_3243485	chr7	128510459	128510509	+	51	11	0	2	0	2	0	3	0	2	0	2	0	0	3
ILMN_3249343	chr12	52211898	52211948	+	51	0	1	0	2	8	1	4	9	10	1	9	2	3	1
ILMN_1734690	chr11	57886405	57886455	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3280943	chr3	145542518	145542568	+	51	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ILMN_2373062	chr17	74467053	74467103	+	51	101	5	1	9	26	18	13	7	5	6	8	5	16	10
ILMN_1739594	chr1	55075713	55075763	-	51	0	3	0	1	4	0	1	2	2	1	1	1	1	3
ILMN_1661674	chr10	75871744	75871794	-	51	5	0	9	21	6	11	35	16	10	8	3	7	21	8
ILMN_1795429	chr10	75879675	75879725	-	51	48	319	317	459	1071	356	694	424	380	418	129	331	490	857
ILMN_1691418	chr17	15339502	15339552	+	51	10	23	6	11	23	18	20	33	14	16	7	4	22	9
ILMN_1655080	chr11	27912865	27912915	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1804976	chr16	68893830	68893880	-	51	12	0	15	4	3	6	5	13	6	4	5	1	13	6
ILMN_1681643	chr1	161228702	161228752	-	51	5	0	0	4	2	4	2	0	3	0	0	2	4	1
ILMN_1801109	chr13	41950721	41950771	-	51	49	13	7	28	71	7	46	30	23	21	17	23	32	49
ILMN_1733523	chr13	41932444	41932494	-	51	27	0	10	20	7	18	21	14	19	15	6	11	17	20
ILMN_1877599	chr17	33419432	33419482	-	51	0	0	0	2	6	2	3	2	0	3	0	1	1	3
ILMN_2079655	chr12	9751108	9751158	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1699925	chr15	43525775	43525825	+	51	89	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1772991	chr7	150935555	150935605	-	51	130	16	86	18	18	5	11	12	9	10	5	8	16	37
ILMN_2332105	chr6	2785708	2785758	-	51	125	41	59	44	67	38	47	72	62	44	35	45	61	68
ILMN_1876456	chr14	40577612	40577662	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3301206	chrX	49023621	49023671	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1897142	chr13	30890733	30890783	+	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1685713	chr11	89607207	89607257	+	51	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ILMN_1911608	chr13	100716535	100716585	-	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ILMN_2059606	chr22	29185071	29185121	-	51	104	21	21	76	118	37	54	66	76	34	51	35	75	87
ILMN_1777513	chr17	7258155	7258205	-	51	10	1	0	1	1	1	4	1	0	1	2	1	2	3
ILMN_3236428	chr6	11583519	11583569	-	51	31	8	3	5	7	0	3	2	4	5	4	4	4	0
ILMN_1900275	chr7	19158862	19158912	+	51	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ILMN_3244638	chrY	15021276	15021326	-	51	0	0	0	0	11	0	38	0	48	0	32	23	99	0
ILMN_1811779	chr9	16526491	16526541	+	51	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ILMN_3272658	chr12	52772267	52772317	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3195497	chr10	88725645	88725695	+	51	66	1	5	7	12	9	6	14	8	5	0	1	4	3
